Country,CountryCode,StatsSeriesExtDim,StatsSeriesExtDimCode,2007,2008,2009,2010,2011,2012
Bolivia,BOL,Gender parity index for adjusted net enrolment rate. Primary,UIS.NERT.1.GPI,1.00713,,,,,
Bolivia,BOL,Gender parity index for adjusted net intake rate. Primary,UIS.NIRA.1.GPI,1.01305,,,,,
Bolivia,BOL,Gender parity index for adult literacy rate,UIS.LR.AG15T99.GPI,0.895348717,0.914447458,0.906243862,,,
Bolivia,BOL,Gender parity index for effective transition rate. Primary (ISCED 1) to secondary (ISCED 2). General programmes,UIS.TRANRA.23.GPV.GPI,0.97671,,,,,
Bolivia,BOL,Gender parity index for elderly literacy rate,UIS.LR.AG65.GPI,0.549267612,0.662340751,0.577550441,,,
Bolivia,BOL,Gender parity index for expected gross primary graduation ratio,UIS.EGGR.1.GPI,1.00853,,,,,
Bolivia,BOL,Gender parity index for expected primary completion rate,UIS.AIRE.1.GLAST.GPI,0.98016,0.96134,,,,
Bolivia,BOL,Gender parity index for gross enrolment ratio. All levels combined (except pre-primary),UIS.GER.1T6.GPI,0.96458,,,,,
Bolivia,BOL,Gender parity index for gross enrolment ratio. Lower secondary. All programmes,UIS.GER.2.GPI,0.96346,0.96914,0.97548,,,
Bolivia,BOL,Gender parity index for gross enrolment ratio. Pre-primary,UIS.GER.0.GPI,1.00323,0.99956,1.00505,,,
Bolivia,BOL,Gender parity index for gross enrolment ratio. Primary,SE.ENR.PRIM.FM.ZS,0.99689,0.99303,0.98861,,,
Bolivia,BOL,Gender parity index for gross enrolment ratio. Primary & Secondary combined,SE.ENR.PRSC.FM.ZS,0.98486,0.98687,0.9903,,,
Bolivia,BOL,Gender parity index for gross enrolment ratio. Secondary. All programmes,SE.ENR.SECO.FM.ZS,0.96854,0.97874,0.99308,,,
Bolivia,BOL,Gender parity index for gross enrolment ratio. Tertiary,SE.ENR.TERT.FM.ZS,0.83947,,,,,
Bolivia,BOL,Gender parity index for gross enrolment ratio. Upper secondary. All programmes,UIS.GER.3.GPI,0.97211,0.9854,1.0052,,,
Bolivia,BOL,Gender parity index for gross graduation ratio. Tertiary (ISCED 5A) first degree,UIS.GGR.5.A.GPI,,,,,,
Bolivia,BOL,Gender parity index for gross intake ratio. Primary,UIS.AIR.1.GPI,0.99511,0.98936,,,,
Bolivia,BOL,Gender parity index for gross primary graduation ratio,UIS.GGR.1.GPI,1.01546,1.01401,1.01143,,,
Bolivia,BOL,Gender parity index for net enrolment rate. Pre-primary,UIS.NER.0.GPI,1.00524,1.01095,1.02449,,,
Bolivia,BOL,Gender parity index for net enrolment rate. Primary,UIS.NER.1.GPI,1.00664,,,,,
Bolivia,BOL,Gender parity index for net enrolment rate. Secondary,UIS.NER.23.GPI,0.98969,1.00118,1.01745,,,
Bolivia,BOL,Gender parity index for net intake rate. Primary.,UIS.NIR.1.GPI,1.00978,,,,,
Bolivia,BOL,Gender parity index for new entrants to primary education with ECCE experience,UIS.ECDP.1.GPI,,,,,,
Bolivia,BOL,Gender parity index for primary completion rate,UIS.AIR.1.GLAST.GPI,0.99483,0.98818,,,,
Bolivia,BOL,Gender parity index for school life expectancy. Primary to secondary,UIS.SLE.123.GPI,0.98218,0.98463,0.98847,,,
Bolivia,BOL,Gender parity index for school life expectancy. Primary to tertiary,UIS.SLE.1T6.GPI,0.9604,,,,,
Bolivia,BOL,Gender parity index for school life expectancy. Tertiary,UIS.SLE.56.GPI,0.83947,,,,,
Bolivia,BOL,Gender parity index for survival rate to grade 4,UIS.SR.1.G4.GPI,0.996,,,,,
Bolivia,BOL,Gender parity index for survival rate to grade 5,UIS.SR.1.G5.GPI,0.98904,,,,,
Bolivia,BOL,Gender parity index for survival rate to last grade of primary,UIS.SR.1.GLAST.GPI,0.97167,,,,,
Bolivia,BOL,"Gender parity index for transition rate, primary to secondary, general programmes",UIS.TRANR.23.GPV.GPI,0.97987,1.01588,,,,
Bolivia,BOL,Gender parity index for youth literacy rate,SE.ADT.1524.LT.FM.ZS,0.993894652,0.994860486,0.993887871,,,
Bolivia,BOL,"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,1240,1490,1640,1810,2040,
Bolivia,BOL,"GNI per capita, PPP (current international $)",NY.GNP.PCAP.PP.CD,4090,4380,4480,4620,4920,
Bolivia,BOL,"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,38659901153,42168169838,43742744045,45837159601,49662380889,
Bolivia,BOL,Graduates in agriculture. Tertiary. Female,UIS.G.56.F600.DCOUNT.F,,,,,,
Bolivia,BOL,Graduates in agriculture. Tertiary. Total,UIS.G.56.F600.DCOUNT,,,,,,
Bolivia,BOL,Graduates in education. Tertiary. Female,UIS.G.56.F140.DCOUNT.F,,,,,,
Bolivia,BOL,Graduates in education. Tertiary. Total,UIS.G.56.F140.DCOUNT,,,,,,
Bolivia,BOL,"Graduates in engineering, manufacturing and construction. Tertiary. Female",UIS.G.56.F500.DCOUNT.F,,,,,,
Bolivia,BOL,"Graduates in engineering, manufacturing and construction. Tertiary. Total",UIS.G.56.F500.DCOUNT,,,,,,
Bolivia,BOL,Graduates in general programmes. Tertiary. Female,UIS.G.56.FUK2.DCOUNT.F,,,,,,
Bolivia,BOL,Graduates in general programmes. Tertiary. Total,UIS.G.56.FUK2.DCOUNT,,,,,,
Bolivia,BOL,Graduates in health and welfare. Tertiary. Female,UIS.G.56.F700.DCOUNT.F,,,,,,
Bolivia,BOL,Graduates in health and welfare. Tertiary. Total,UIS.G.56.F700.DCOUNT,,,,,,
Bolivia,BOL,Graduates in humanities and arts. Tertiary. Female,UIS.G.56.F200.DCOUNT.F,,,,,,
Bolivia,BOL,Graduates in humanities and arts. Tertiary. Total,UIS.G.56.F200.DCOUNT,,,,,,
Bolivia,BOL,Graduates in science. Tertiary. Female,UIS.G.56.F400.DCOUNT.F,,,,,,
Bolivia,BOL,Graduates in science. Tertiary. Total,UIS.G.56.F400.DCOUNT,,,,,,
Bolivia,BOL,Graduates in services. Tertiary. Female,UIS.G.56.F800.DCOUNT.F,,,,,,
Bolivia,BOL,Graduates in services. Tertiary. Total,UIS.G.56.F800.DCOUNT,,,,,,
Bolivia,BOL,"Graduates in social sciences, business and law. Tertiary. Female",UIS.G.56.F300.DCOUNT.F,,,,,,
Bolivia,BOL,"Graduates in social sciences, business and law. Tertiary. Total",UIS.G.56.F300.DCOUNT,,,,,,
Bolivia,BOL,Graduates in unspecified programmes. Tertiary. Female,UIS.G.56.FUK.DCOUNT.F,,,,,,
Bolivia,BOL,Graduates in unspecified programmes. Tertiary. Total,UIS.G.56.FUK.DCOUNT,,,,,,
Bolivia,BOL,Graduation age population. Primary. Female,UIS.GAP.1.F,110411,110552,110867,112096,113663,
Bolivia,BOL,Graduation age population. Primary. Male,UIS.GAP.1.M,114578,114845,115262,116585,118230,
Bolivia,BOL,Graduation age population. Primary. Total,UIS.GAP.1,224989,225397,226129,228681,231893,
Bolivia,BOL,Gross enrolment ratio. All levels combined (except pre-primary). Female,UIS.GER.1T6.F,79.76023,,,,,
Bolivia,BOL,Gross enrolment ratio. All levels combined (except pre-primary). Male,UIS.GER.1T6.M,82.68894,,,,,
Bolivia,BOL,Gross enrolment ratio. All levels combined (except pre-primary). Total,SE.TOT.ENRR,81.24857,,,,,
Bolivia,BOL,Gross enrolment ratio. Lower secondary. All programmes. Female,SE.SEC.ENRR.LO.FE,91.11422,92.68799,93.14113,,,
Bolivia,BOL,Gross enrolment ratio. Lower secondary. All programmes. Male,SE.SEC.ENRR.LO.MA,94.57024,95.63949,95.482,,,
Bolivia,BOL,Gross enrolment ratio. Lower secondary. All programmes. Total,SE.SEC.ENRR.LO,92.87291,94.19081,94.33368,,,
Bolivia,BOL,Gross enrolment ratio. Pre-primary. Female,SE.PRE.ENRR.FE,48.96571,46.69587,44.92556,,,
Bolivia,BOL,Gross enrolment ratio. Pre-primary. Male,SE.PRE.ENRR.MA,48.80795,46.71665,44.69981,,,
Bolivia,BOL,Gross enrolment ratio. Pre-primary. Total,SE.PRE.ENRR,48.8853,46.70646,44.81047,,,
Bolivia,BOL,Gross enrolment ratio. Primary & Secondary combined. Female,UIS.GER.123.F,95.01833,94.19504,92.43347,,,
Bolivia,BOL,Gross enrolment ratio. Primary & Secondary combined. Male,UIS.GER.123.M,96.47915,95.44869,93.33916,,,
Bolivia,BOL,Gross enrolment ratio. Primary & Secondary combined. Total,UIS.GER.123,95.76178,94.83338,92.89483,,,
Bolivia,BOL,Gross enrolment ratio. Primary. Female,SE.PRM.ENRR.FE,108.68941,107.3509,104.12252,,,
Bolivia,BOL,Gross enrolment ratio. Primary. Male,SE.PRM.ENRR.MA,109.02899,108.1046,105.32248,,,
Bolivia,BOL,Gross enrolment ratio. Primary. Total,SE.PRM.ENRR,108.86241,107.73499,104.73417,,,
Bolivia,BOL,Gross enrolment ratio. Secondary. All programmes. Female,SE.SEC.ENRR.FE,80.31504,80.13643,79.95202,,,
Bolivia,BOL,Gross enrolment ratio. Secondary. All programmes. Male,SE.SEC.ENRR.MA,82.92359,81.87676,80.50924,,,
Bolivia,BOL,Gross enrolment ratio. Secondary. All programmes. Total,SE.SEC.ENRR,81.64115,81.02179,80.23568,,,
Bolivia,BOL,Gross enrolment ratio. Tertiary (ISCED 5 and 6). Female,SE.TER.ENRR.FE,35.23909,,,,,
Bolivia,BOL,Gross enrolment ratio. Tertiary (ISCED 5 and 6). Male,SE.TER.ENRR.MA,41.97795,,,,,
Bolivia,BOL,Gross enrolment ratio. Tertiary (ISCED 5 and 6). Total,SE.TER.ENRR,38.64902,,,,,
Bolivia,BOL,Gross enrolment ratio. Upper secondary. All programmes. Female,SE.SEC.ENRR.UP.FE,74.59451,73.60047,73.16777,,,
Bolivia,BOL,Gross enrolment ratio. Upper secondary. All programmes. Male,SE.SEC.ENRR.UP.MA,76.73502,74.69075,72.78933,,,
Bolivia,BOL,Gross enrolment ratio. Upper secondary. All programmes. Total,SE.SEC.ENRR.UP,75.68211,74.15488,72.97519,,,
Bolivia,BOL,Gross entry ratio to lower secondary. General programmes. Female,UIS.AIR.2.GPV.F,92.6605,95.20066,90.75367,,,
Bolivia,BOL,Gross entry ratio to lower secondary. General programmes. Male,UIS.AIR.2.GPV.M,96.07584,98.76416,90.65958,,,
Bolivia,BOL,Gross entry ratio to lower secondary. General programmes. Total,UIS.AIR.2.GPV,94.39884,97.01541,90.70573,,,
Bolivia,BOL,Gross graduation ratio. Tertiary (ISCED 5A) first degree. Female,SE.TER.CMPL.FE.ZS,,,,,,
Bolivia,BOL,Gross graduation ratio. Tertiary (ISCED 5A) first degree. Male,SE.TER.CMPL.MA.ZS,,,,,,
Bolivia,BOL,Gross graduation ratio. Tertiary (ISCED 5A) first degree. Total,SE.TER.CMPL.ZS,,,,,,
Bolivia,BOL,Gross intake ratio. Primary. Female,SE.PRM.GINT.FE.ZS,119.98289,111.34103,,,,
Bolivia,BOL,Gross intake ratio. Primary. Male,SE.PRM.GINT.MA.ZS,120.57218,112.53814,,,,
Bolivia,BOL,Gross intake ratio. Primary. Total,SE.PRM.GINT.ZS,120.28321,111.95122,,,,
Bolivia,BOL,Gross lower secondary graduation ratio. All programmes. Female,UIS.GGR.2.F,77.18507,79.89002,83.87979,,,
Bolivia,BOL,Gross lower secondary graduation ratio. All programmes. Male,UIS.GGR.2.M,75.19685,78.1539,79.98908,,,
Bolivia,BOL,Gross lower secondary graduation ratio. All programmes. Total,UIS.GGR.2,76.17331,79.00601,81.89765,,,
Bolivia,BOL,Gross lower secondary graduation ratio. General programmes. Female,UIS.GGR.2.GPV.F,77.18507,79.89002,83.87979,,,
Bolivia,BOL,Gross lower secondary graduation ratio. General programmes. Male,UIS.GGR.2.GPV.M,75.19685,78.1539,79.98908,,,
Bolivia,BOL,Gross lower secondary graduation ratio. General programmes. Total,UIS.GGR.2.GPV,76.17331,79.00601,81.89765,,,
Bolivia,BOL,Gross National Income (current US$),NY.GNP.MKTP.CD,12631064540,16138616193,16666184098,18789591707,23441068238,
Bolivia,BOL,Gross outbound enrolment ratio. Tertiary,UIS.GOER.56,0.97986,1.07852,1.0441,1.02047,0.99423,
Bolivia,BOL,Gross primary graduation ratio. Female,SE.PRM.CMPL.FE.ZS,91.11954,91.10916,93.03219,,,
Bolivia,BOL,Gross primary graduation ratio. Male,SE.PRM.CMPL.MA.ZS,89.73189,89.85067,91.98088,,,
Bolivia,BOL,Gross primary graduation ratio. Total,SE.PRM.CMPL.ZS,90.41286,90.46793,92.49632,,,
Bolivia,BOL,"IIASA/VID Projection: Mean years of schooling, age 15+, female",MYS.MEA.YSCH.15UP.FE,,,,9.491286341,,
Bolivia,BOL,"IIASA/VID Projection: Mean years of schooling, age 15+, male",MYS.MEA.YSCH.15UP.MA,,,,10.66388129,,
Bolivia,BOL,"IIASA/VID Projection: Mean years of schooling, age 15+, total",MYS.MEA.YSCH.15UP.MF,,,,10.06896436,,
Bolivia,BOL,"IIASA/VID Projection: Mean years of schooling, age 15-19, female",MYS.MEA.YSCH.1519.FE,,,,8.459860024,,
Bolivia,BOL,"IIASA/VID Projection: Mean years of schooling, age 15-19, male",MYS.MEA.YSCH.1519.MA,,,,8.591222619,,
Bolivia,BOL,"IIASA/VID Projection: Mean years of schooling, age 15-19, total",MYS.MEA.YSCH.1519.MF,,,,8.526708257,,
Bolivia,BOL,"IIASA/VID Projection: Mean years of schooling, age 15-44, female",MYS.MEA.YSCH.1544.FE,,,,10.43651222,,
Bolivia,BOL,"IIASA/VID Projection: Mean years of schooling, age 15-44, male",MYS.MEA.YSCH.1544.MA,,,,11.00379555,,
Bolivia,BOL,"IIASA/VID Projection: Mean years of schooling, age 15-44, total",MYS.MEA.YSCH.1544.MF,,,,10.72099645,,
Bolivia,BOL,"IIASA/VID Projection: Mean years of schooling, age 15-64, female",MYS.MEA.YSCH.1564.FE,,,,9.918769374,,
Bolivia,BOL,"IIASA/VID Projection: Mean years of schooling, age 15-64, male",MYS.MEA.YSCH.1564.MA,,,,10.88661792,,
Bolivia,BOL,"IIASA/VID Projection: Mean years of schooling, age 15-64, total",MYS.MEA.YSCH.1564.MF,,,,10.39934102,,
Bolivia,BOL,"IIASA/VID Projection: Mean years of schooling, age 20-24, female",MYS.MEA.YSCH.2024.FE,,,,11.02045527,,
Bolivia,BOL,"IIASA/VID Projection: Mean years of schooling, age 20-24, male",MYS.MEA.YSCH.2024.MA,,,,11.14252161,,
Bolivia,BOL,"IIASA/VID Projection: Mean years of schooling, age 20-24, total",MYS.MEA.YSCH.2024.MF,,,,11.08225235,,
Bolivia,BOL,"IIASA/VID Projection: Mean years of schooling, age 25+, female",MYS.MEA.YSCH.25UP.FE,,,,9.424060417,,
Bolivia,BOL,"IIASA/VID Projection: Mean years of schooling, age 25+, male",MYS.MEA.YSCH.25UP.MA,,,,11.08667051,,
Bolivia,BOL,"IIASA/VID Projection: Mean years of schooling, age 25+, total",MYS.MEA.YSCH.25UP.MF,,,,10.23187401,,
Bolivia,BOL,"IIASA/VID Projection: Mean years of schooling, age 25-29, female",MYS.MEA.YSCH.2529.FE,,,,11.65558364,,
Bolivia,BOL,"IIASA/VID Projection: Mean years of schooling, age 25-29, male",MYS.MEA.YSCH.2529.MA,,,,12.19532077,,
Bolivia,BOL,"IIASA/VID Projection: Mean years of schooling, age 25-29, total",MYS.MEA.YSCH.2529.MF,,,,11.92714117,,
Bolivia,BOL,"IIASA/VID Projection: Mean years of schooling, age 30-34, female",MYS.MEA.YSCH.3034.FE,,,,11.1177734,,
Bolivia,BOL,"IIASA/VID Projection: Mean years of schooling, age 30-34, male",MYS.MEA.YSCH.3034.MA,,,,11.9273049,,
Bolivia,BOL,"IIASA/VID Projection: Mean years of schooling, age 30-34, total",MYS.MEA.YSCH.3034.MF,,,,11.52094872,,
Bolivia,BOL,"IIASA/VID Projection: Mean years of schooling, age 35-39, female",MYS.MEA.YSCH.3539.FE,,,,10.88375076,,
Bolivia,BOL,"IIASA/VID Projection: Mean years of schooling, age 35-39, male",MYS.MEA.YSCH.3539.MA,,,,12.04744157,,
Bolivia,BOL,"IIASA/VID Projection: Mean years of schooling, age 35-39, total",MYS.MEA.YSCH.3539.MF,,,,11.45762159,,
Bolivia,BOL,"IIASA/VID Projection: Mean years of schooling, age 40-44, female",MYS.MEA.YSCH.4044.FE,,,,10.12754959,,
Bolivia,BOL,"IIASA/VID Projection: Mean years of schooling, age 40-44, male",MYS.MEA.YSCH.4044.MA,,,,11.56548993,,
Bolivia,BOL,"IIASA/VID Projection: Mean years of schooling, age 40-44, total",MYS.MEA.YSCH.4044.MF,,,,10.83156625,,
Bolivia,BOL,"IIASA/VID Projection: Mean years of schooling, age 45-49, female",MYS.MEA.YSCH.4549.FE,,,,9.30075802,,
Bolivia,BOL,"IIASA/VID Projection: Mean years of schooling, age 45-49, male",MYS.MEA.YSCH.4549.MA,,,,11.17328024,,
Bolivia,BOL,"IIASA/VID Projection: Mean years of schooling, age 45-49, total",MYS.MEA.YSCH.4549.MF,,,,10.21031735,,
Bolivia,BOL,"IIASA/VID Projection: Mean years of schooling, age 45-64, female",MYS.MEA.YSCH.4564.FE,,,,8.198553482,,
Bolivia,BOL,"IIASA/VID Projection: Mean years of schooling, age 45-64, male",MYS.MEA.YSCH.4564.MA,,,,10.4612491,,
Bolivia,BOL,"IIASA/VID Projection: Mean years of schooling, age 45-64, total",MYS.MEA.YSCH.4564.MF,,,,9.283204232,,
Bolivia,BOL,"IIASA/VID Projection: Mean years of schooling, age 50-54, female",MYS.MEA.YSCH.5054.FE,,,,8.513474261,,
Bolivia,BOL,"IIASA/VID Projection: Mean years of schooling, age 50-54, male",MYS.MEA.YSCH.5054.MA,,,,10.71609357,,
Bolivia,BOL,"IIASA/VID Projection: Mean years of schooling, age 50-54, total",MYS.MEA.YSCH.5054.MF,,,,9.574946225,,
Bolivia,BOL,"IIASA/VID Projection: Mean years of schooling, age 55-59, female",MYS.MEA.YSCH.5559.FE,,,,7.539389158,,
Bolivia,BOL,"IIASA/VID Projection: Mean years of schooling, age 55-59, male",MYS.MEA.YSCH.5559.MA,,,,9.996249962,,
Bolivia,BOL,"IIASA/VID Projection: Mean years of schooling, age 55-59, total",MYS.MEA.YSCH.5559.MF,,,,8.705007947,,
Bolivia,BOL,"IIASA/VID Projection: Mean years of schooling, age 60-64, female",MYS.MEA.YSCH.6064.FE,,,,6.636734024,,
Bolivia,BOL,"IIASA/VID Projection: Mean years of schooling, age 60-64, male",MYS.MEA.YSCH.6064.MA,,,,9.337251003,,
Bolivia,BOL,"IIASA/VID Projection: Mean years of schooling, age 60-64, total",MYS.MEA.YSCH.6064.MF,,,,7.906637958,,
Bolivia,BOL,"IIASA/VID Projection: Mean years of schooling, age 65+, female",MYS.MEA.YSCH.65UP.FE,,,,4.676348975,,
Bolivia,BOL,"IIASA/VID Projection: Mean years of schooling, age 65+, male",MYS.MEA.YSCH.65UP.MA,,,,7.569637737,,
Bolivia,BOL,"IIASA/VID Projection: Mean years of schooling, age 65+, total",MYS.MEA.YSCH.65UP.MF,,,,5.961928168,,
Bolivia,BOL,"IIASA/VID Projection: Mean years of schooling, age 65-69, female",MYS.MEA.YSCH.6569.FE,,,,5.595139701,,
Bolivia,BOL,"IIASA/VID Projection: Mean years of schooling, age 65-69, male",MYS.MEA.YSCH.6569.MA,,,,8.519288316,,
Bolivia,BOL,"IIASA/VID Projection: Mean years of schooling, age 65-69, total",MYS.MEA.YSCH.6569.MF,,,,6.949277809,,
Bolivia,BOL,"IIASA/VID Projection: Mean years of schooling, age 70-74, female",MYS.MEA.YSCH.7074.FE,,,,4.784823025,,
Bolivia,BOL,"IIASA/VID Projection: Mean years of schooling, age 70-74, male",MYS.MEA.YSCH.7074.MA,,,,7.574182199,,
Bolivia,BOL,"IIASA/VID Projection: Mean years of schooling, age 70-74, total",MYS.MEA.YSCH.7074.MF,,,,6.039628041,,
Bolivia,BOL,"IIASA/VID Projection: Mean years of schooling, age 75-79, female",MYS.MEA.YSCH.7579.FE,,,,3.831942907,,
Bolivia,BOL,"IIASA/VID Projection: Mean years of schooling, age 75-79, male",MYS.MEA.YSCH.7579.MA,,,,6.606146198,,
Bolivia,BOL,"IIASA/VID Projection: Mean years of schooling, age 75-79, total",MYS.MEA.YSCH.7579.MF,,,,5.034272319,,
Bolivia,BOL,"IIASA/VID Projection: Mean years of schooling, age 80+, female",MYS.MEA.YSCH.80UP.FE,,,,3.415250671,,
Bolivia,BOL,"IIASA/VID Projection: Mean years of schooling, age 80+, male",MYS.MEA.YSCH.80UP.MA,,,,6.10140446,,
Bolivia,BOL,"IIASA/VID Projection: Mean years of schooling, age 80+, total",MYS.MEA.YSCH.80UP.MF,,,,4.490378556,,
Bolivia,BOL,"IIASA/VID Projection: Population (in thousands) by educational attainment, age 15+, female, no education",MYS.POP.15UP.NED.FE,,,,350.7014821,,
Bolivia,BOL,"IIASA/VID Projection: Population (in thousands) by educational attainment, age 15+, female, primary",MYS.POP.15UP.PRI.FE,,,,981.2230031,,
Bolivia,BOL,"IIASA/VID Projection: Population (in thousands) by educational attainment, age 15+, female, secondary",MYS.POP.15UP.SEC.FE,,,,1368.041612,,
Bolivia,BOL,"IIASA/VID Projection: Population (in thousands) by educational attainment, age 15+, female, tertiary",MYS.POP.15UP.TER.FE,,,,568.6030527,,
Bolivia,BOL,"IIASA/VID Projection: Population (in thousands) by educational attainment, age 15+, male, no education",MYS.POP.15UP.NED.MA,,,,115.4188873,,
Bolivia,BOL,"IIASA/VID Projection: Population (in thousands) by educational attainment, age 15+, male, primary",MYS.POP.15UP.PRI.MA,,,,807.8170599,,
Bolivia,BOL,"IIASA/VID Projection: Population (in thousands) by educational attainment, age 15+, male, secondary",MYS.POP.15UP.SEC.MA,,,,1650.590548,,
Bolivia,BOL,"IIASA/VID Projection: Population (in thousands) by educational attainment, age 15+, male, tertiary",MYS.POP.15UP.TER.MA,,,,600.029268,,
Bolivia,BOL,"IIASA/VID Projection: Population (in thousands) by educational attainment, age 15+, total, no education",MYS.POP.15UP.NED.MF,,,,466.1203694,,
Bolivia,BOL,"IIASA/VID Projection: Population (in thousands) by educational attainment, age 15+, total, primary",MYS.POP.15UP.PRI.MF,,,,1789.040063,,
Bolivia,BOL,"IIASA/VID Projection: Population (in thousands) by educational attainment, age 15+, total, secondary",MYS.POP.15UP.SEC.MF,,,,3018.632161,,
Bolivia,BOL,"IIASA/VID Projection: Population (in thousands) by educational attainment, age 15+, total, tertiary",MYS.POP.15UP.TER.MF,,,,1168.632321,,
Bolivia,BOL,"IIASA/VID Projection: Population (in thousands) by educational attainment, age 15-19, female, no education",MYS.POP.1519.NED.FE,,,,4.964219751,,
Bolivia,BOL,"IIASA/VID Projection: Population (in thousands) by educational attainment, age 15-19, female, primary",MYS.POP.1519.PRI.FE,,,,139.1300111,,
Bolivia,BOL,"IIASA/VID Projection: Population (in thousands) by educational attainment, age 15-19, female, secondary",MYS.POP.1519.SEC.FE,,,,384.9857692,,
Bolivia,BOL,"IIASA/VID Projection: Population (in thousands) by educational attainment, age 15-19, female, tertiary",MYS.POP.1519.TER.FE,,,,0,,
Bolivia,BOL,"IIASA/VID Projection: Population (in thousands) by educational attainment, age 15-19, male, no education",MYS.POP.1519.NED.MA,,,,3.137639401,,
Bolivia,BOL,"IIASA/VID Projection: Population (in thousands) by educational attainment, age 15-19, male, primary",MYS.POP.1519.PRI.MA,,,,134.7170076,,
Bolivia,BOL,"IIASA/VID Projection: Population (in thousands) by educational attainment, age 15-19, male, secondary",MYS.POP.1519.SEC.MA,,,,410.365353,,
Bolivia,BOL,"IIASA/VID Projection: Population (in thousands) by educational attainment, age 15-19, male, tertiary",MYS.POP.1519.TER.MA,,,,0,,
Bolivia,BOL,"IIASA/VID Projection: Population (in thousands) by educational attainment, age 15-19, total, no education",MYS.POP.1519.NED.MF,,,,8.101859152,,
Bolivia,BOL,"IIASA/VID Projection: Population (in thousands) by educational attainment, age 15-19, total, primary",MYS.POP.1519.PRI.MF,,,,273.8470187,,
Bolivia,BOL,"IIASA/VID Projection: Population (in thousands) by educational attainment, age 15-19, total, secondary",MYS.POP.1519.SEC.MF,,,,795.3511221,,
Bolivia,BOL,"IIASA/VID Projection: Population (in thousands) by educational attainment, age 15-19, total, tertiary",MYS.POP.1519.TER.MF,,,,0,,
Bolivia,BOL,"IIASA/VID Projection: Population (in thousands) by educational attainment, age 15-44, female, no education",MYS.POP.1544.NED.FE,,,,76.51824936,,
Bolivia,BOL,"IIASA/VID Projection: Population (in thousands) by educational attainment, age 15-44, female, primary",MYS.POP.1544.PRI.FE,,,,623.2571607,,
Bolivia,BOL,"IIASA/VID Projection: Population (in thousands) by educational attainment, age 15-44, female, secondary",MYS.POP.1544.SEC.FE,,,,1159.992215,,
Bolivia,BOL,"IIASA/VID Projection: Population (in thousands) by educational attainment, age 15-44, female, tertiary",MYS.POP.1544.TER.FE,,,,447.7623751,,
Bolivia,BOL,"IIASA/VID Projection: Population (in thousands) by educational attainment, age 15-44, male, no education",MYS.POP.1544.NED.MA,,,,33.3554713,,
Bolivia,BOL,"IIASA/VID Projection: Population (in thousands) by educational attainment, age 15-44, male, primary",MYS.POP.1544.PRI.MA,,,,477.9801895,,
Bolivia,BOL,"IIASA/VID Projection: Population (in thousands) by educational attainment, age 15-44, male, secondary",MYS.POP.1544.SEC.MA,,,,1357.858444,,
Bolivia,BOL,"IIASA/VID Projection: Population (in thousands) by educational attainment, age 15-44, male, tertiary",MYS.POP.1544.TER.MA,,,,452.0858949,,
Bolivia,BOL,"IIASA/VID Projection: Population (in thousands) by educational attainment, age 15-44, total, no education",MYS.POP.1544.NED.MF,,,,109.8737207,,
Bolivia,BOL,"IIASA/VID Projection: Population (in thousands) by educational attainment, age 15-44, total, primary",MYS.POP.1544.PRI.MF,,,,1101.23735,,
Bolivia,BOL,"IIASA/VID Projection: Population (in thousands) by educational attainment, age 15-44, total, secondary",MYS.POP.1544.SEC.MF,,,,2517.850659,,
Bolivia,BOL,"IIASA/VID Projection: Population (in thousands) by educational attainment, age 15-44, total, tertiary",MYS.POP.1544.TER.MF,,,,899.8482701,,
Bolivia,BOL,"IIASA/VID Projection: Population (in thousands) by educational attainment, age 15-64, female, no education",MYS.POP.1564.NED.FE,,,,216.4190956,,
Bolivia,BOL,"IIASA/VID Projection: Population (in thousands) by educational attainment, age 15-64, female, primary",MYS.POP.1564.PRI.FE,,,,902.3119391,,
Bolivia,BOL,"IIASA/VID Projection: Population (in thousands) by educational attainment, age 15-64, female, secondary",MYS.POP.1564.SEC.FE,,,,1333.689989,,
Bolivia,BOL,"IIASA/VID Projection: Population (in thousands) by educational attainment, age 15-64, female, tertiary",MYS.POP.1564.TER.FE,,,,549.6189758,,
Bolivia,BOL,"IIASA/VID Projection: Population (in thousands) by educational attainment, age 15-64, male, no education",MYS.POP.1564.NED.MA,,,,71.53968987,,
Bolivia,BOL,"IIASA/VID Projection: Population (in thousands) by educational attainment, age 15-64, male, primary",MYS.POP.1564.PRI.MA,,,,708.309508,,
Bolivia,BOL,"IIASA/VID Projection: Population (in thousands) by educational attainment, age 15-64, male, secondary",MYS.POP.1564.SEC.MA,,,,1606.476011,,
Bolivia,BOL,"IIASA/VID Projection: Population (in thousands) by educational attainment, age 15-64, male, tertiary",MYS.POP.1564.TER.MA,,,,574.4047909,,
Bolivia,BOL,"IIASA/VID Projection: Population (in thousands) by educational attainment, age 15-64, total, no education",MYS.POP.1564.NED.MF,,,,287.9587855,,
Bolivia,BOL,"IIASA/VID Projection: Population (in thousands) by educational attainment, age 15-64, total, primary",MYS.POP.1564.PRI.MF,,,,1610.621447,,
